Lat,Lon,tempC,humidity,DewPointC,precipMM,windspeedKmph,WindGustKmph,Class
5.5185,116.4925,18,99,17.9,0.5,1.8,9,0
5.5185,116.4925,18.1,98,17.9,0.6,3.2,14.4,0
5.5185,116.4925,17.8,98,17.4,0.1,4.2,18.4,0
5.5185,116.4925,18.5,91,17,0.1,3.6,18,0
5.5185,116.4925,17.7,97,17.2,0.1,4.7,18,0
5.5185,116.4925,18.7,89,16.8,0.1,3.6,18.7,0
5.5185,116.4925,18.4,94,17.4,0.1,3.4,15.1,0
5.5185,116.4925,18.2,97,17.7,0.1,1.8,18,0
5.5185,116.4925,18.8,99,18.6,1.6,0.8,9.4,0
5.5185,116.4925,19.2,98,18.8,1.8,2.6,12.6,0
5.5185,116.4925,19.1,99,18.9,1.9,4,16.6,0
5.5185,116.4925,19.4,98,19,1.4,5.3,20.9,0
5.5185,116.4925,20.1,91,18.6,0.9,5.3,22.3,0
5.5888,116.5145,17.3,81,13.9,0,4.3,30.6,0
5.5888,116.5145,18.6,77,14.5,0,4.8,32.4,0
5.5888,116.5145,20,71,14.7,0,7.3,34.9,0
5.5888,116.5145,20.8,69,14.9,0,7.1,35.3,0
5.5888,116.5145,21.7,67,15.3,0,8,38.2,0
5.5888,116.5145,21.8,66,15.2,0.1,8.6,36.4,0
5.5888,116.5145,21.2,69,15.4,0.3,9.8,39.2,0
5.5888,116.5145,20.7,73,15.6,0.5,8.7,39.6,0
5.5888,116.5145,20.2,75,15.6,0.4,6.5,36.4,0
5.5888,116.5145,19.2,83,16.2,0.2,5.9,28.1,0
5.5888,116.5145,18.1,92,16.7,0.2,4.5,27.4,0
5.5888,116.5145,17,98,16.7,0,3.7,22.7,0
5.5888,116.5145,17.3,94,16.2,0,2.4,19.8,0
5.5888,116.5145,17.1,93,16,0.2,2.2,20.9,0
5.5888,116.5145,17,93,15.9,0.3,3.4,23.8,0
5.5888,116.5145,16.9,91,15.4,0.2,3.1,25.6,0
5.5888,116.5145,16.6,89,14.8,0.1,2.9,27,0
5.5888,116.5145,16.4,88,14.4,0,2.3,25.9,0
5.5888,116.5145,16.5,86,14.1,0,1.8,25.2,0
5.5888,116.5145,17.1,81,13.9,0,2.1,25.9,0
5.5888,116.5145,17.8,77,13.7,0,2.3,25.9,0
5.5888,116.5145,18.3,74,13.5,0,2.8,25.2,0
5.5888,116.5145,18.3,73,13.4,0,2.5,25.6,0
5.5888,116.5145,18.7,71,13.3,0,3.1,25.6,0
5.5888,116.5145,19.5,82,16.3,0,4.1,25.2,0
5.5888,116.5145,21,74,16.1,0,5.7,34.2,0
5.5888,116.5145,21.7,72,16.4,0,6.2,33.8,0
5.5888,116.5145,22.3,71,16.8,0,6.9,42.8,0
5.5888,116.5145,22.5,72,17.3,0,7.2,42.5,0
5.5888,116.5145,22.1,77,17.9,0,7.4,39.2,0
5.167,116.2345,22.9,98,22.5,0,1.6,12.6,0
5.167,116.2345,24.5,87,22.1,0,2.5,13.3,0
5.167,116.2345,25,87,22.7,0.1,2.2,13.7,0
5.167,116.2345,26.6,82,23.3,0.1,2.8,18.4,0
5.167,116.2345,26.7,78,22.5,1.7,8.1,24.1,0
5.167,116.2345,25.7,85,23,1.1,1.3,24.5,0
5.167,116.2345,26.8,83,23.6,0.1,2.2,15.1,0
5.167,116.2345,26.2,85,23.4,0.3,6.2,24.1,0
5.167,116.2345,25.6,88,23.4,0.9,4.9,22.7,0
5.167,116.2345,23.9,95,23,3.3,1.5,14,0
5.167,116.2345,23.7,99,23.5,0,1.1,7.6,0
5.167,116.2345,23.8,89,21.9,0.2,1.8,4,0
5.167,116.2345,22.7,98,22.4,1.2,2.6,4.3,0
5.167,116.2345,22.4,98,22.1,0,2.8,6.8,0
5.167,116.2345,22.3,98,22.1,0,3.6,6.8,0
5.167,116.2345,22,99,21.9,0,2.9,6.8,0
5.167,116.2345,21.4,100,21.4,0,4,5.8,0
5.167,116.2345,21.7,99,21.6,0,2.4,5.8,0
5.167,116.2345,21.6,99,21.5,0,3.8,7.6,0
5.167,116.2345,21.6,98,21.3,0,4.5,10.4,0
5.167,116.2345,21.4,98,21.2,0,3.3,9.7,0
5.167,116.2345,21.2,99,21.1,0,4,7.2,0
5.167,116.2345,20.6,99,20.5,0,3.3,7.9,0
5.167,116.2345,21.6,98,21.2,0,5.1,11.9,0
5.167,116.2345,22.9,92,21.5,0,4.3,14,0
5.167,116.2345,24.7,84,21.8,0,6.2,18,0
5.167,116.2345,25.6,83,22.4,0.1,4.8,19.1,0
5.167,116.2345,26.8,80,23.1,0.1,2.5,19.8,0
5.167,116.2345,28.3,73,22.9,0.2,2.9,22.7,0
5.167,116.2345,28.6,67,21.9,0.1,3.3,22,0
5.3076,116.4268,22.3,96,21.6,0,3.8,7.9,0
5.3076,116.4268,24.1,86,21.6,0,1.8,11.9,0
5.3076,116.4268,25.2,80,21.5,0,0.8,11.9,0
5.3076,116.4268,26.5,70,20.7,0,3.7,17.6,0
5.3076,116.4268,27.2,66,20.3,0,8.2,23,0
5.3076,116.4268,28,63,20.2,0,9.3,25.9,0
5.3076,116.4268,28.4,63,20.6,0,6.2,24.5,0
5.3076,116.4268,28.4,65,21.1,0,5.3,25.2,0
5.3076,116.4268,26.7,70,20.8,0.1,8.6,25.2,0
5.3076,116.4268,25.4,81,21.9,0,5.7,21.6,0
5.3076,116.4268,24.9,86,22.3,0,6.5,14.8,0
5.3076,116.4268,23.9,89,21.9,0,9.2,18.4,0
5.3076,116.4268,23.4,91,21.8,0,9.7,22.3,0
5.3076,116.4268,23.2,92,21.8,0,11.3,22.3,0
5.3076,116.4268,22.7,95,21.9,0.2,12.7,25.9,0
5.3076,116.4268,22.2,98,21.9,0.3,12.3,25.9,0
5.3076,116.4268,21.9,99,21.8,0.2,12.1,25.6,0
5.3076,116.4268,21.9,99,21.8,0.1,11.6,25.9,0
5.3076,116.4268,22,99,21.9,0,10.8,23.4,0
5.3076,116.4268,21.9,99,21.8,0,9.8,22,0
5.3076,116.4268,21.9,99,21.8,0,9.3,19.1,0
5.3076,116.4268,21.8,100,21.8,0.1,10,19.8,0
5.3076,116.4268,21.8,99,21.6,0.1,9.3,19.8,0
5.3076,116.4268,22.1,98,21.8,0.1,11.8,23.4,0
5.3076,116.4268,22.5,95,21.6,0.1,8.4,24.1,0
5.3076,116.4268,23.9,87,21.6,0,9,22.3,0
5.3076,116.4268,25.2,80,21.4,0.1,7.9,22.3,0
5.3076,116.4268,26.2,75,21.4,0.1,7.7,22,0
5.3076,116.4268,27.2,71,21.4,0.2,8.2,26.3,0
5.3076,116.4268,28.2,68,21.6,0.1,8.2,26.3,0
5.3076,116.3524,22.9,93,21.7,0,2,10.1,0
5.3076,116.3524,24.5,93,23.3,0.1,2.5,14,0
5.3076,116.3524,25.6,91,24,0.2,4.5,16.2,0
5.3076,116.3524,26.8,83,23.7,0.2,5.6,20.5,0
5.3076,116.3524,27.8,73,22.6,0,6.3,20.5,0
5.3076,116.3524,28.3,69,22.2,0,8.1,23.4,0
5.3076,116.3524,28.9,63,21.2,0.1,6.2,24.1,0
5.3076,116.3524,29,61,20.9,0,4.7,19.8,0
5.3076,116.3524,27.5,70,21.6,0.2,6.5,17.3,0
5.3076,116.3524,25.9,82,22.6,0.2,4,18,0
5.3076,116.3524,24.6,93,23.5,0.4,0.8,11.2,0
5.3076,116.3524,23.4,98,23.1,0.8,2.6,5,0
5.3076,116.3524,22.5,98,22.3,1.5,2.3,9.7,0
5.3076,116.3524,22.4,99,22.2,0.7,0.4,3.2,0
5.3076,116.3524,22.2,100,22.2,0.5,3.6,7.9,0
5.3076,116.3524,22,100,21.9,1.7,5.5,11.9,0
5.3076,116.3524,21.6,100,21.5,2.6,4.8,12.2,0
5.3076,116.3524,21.4,100,21.4,1.8,2.6,12.2,0
5.3076,116.3524,21.3,100,21.3,0.4,4.6,8.6,0
5.3076,116.3524,21.2,98,20.9,0,5.7,11.2,0
5.3076,116.3524,20.7,99,20.5,0,3.7,11.2,0
5.3076,116.3524,20.7,98,20.4,0,3.6,6.1,0
5.3076,116.3524,20.6,98,20.4,0,3.2,5.4,0
5.3076,116.3524,21.8,97,21.2,0,2.5,8.3,0
5.3076,116.3524,23.1,97,22.6,0,2.3,15.5,0
5.3076,116.3524,24.8,92,23.5,0.1,2.3,14.8,0
5.3076,116.3524,25.8,90,23.9,0.2,4.4,17.6,0
5.3076,116.3524,25.6,82,22.3,1.1,6.5,21.2,0
5.3076,116.3524,26.7,78,22.5,0.1,0.5,20.5,0
5.3076,116.3524,26.8,77,22.3,0.1,3.6,21.6,0
5.2373,116.3306,23.1,95,22.3,0,2.3,11.5,0
5.2373,116.3306,24.8,89,23,0,1.6,13,0
5.2373,116.3306,26.3,85,23.6,0.1,1.8,15.8,0
5.2373,116.3306,27.6,80,23.8,0.1,3,19.8,0
5.2373,116.3306,28.3,76,23.6,0.1,5.4,22.7,0
5.2373,116.3306,29.4,68,22.8,0.1,2.2,23.8,0
5.2373,116.3306,27.8,72,22.3,1,7.4,23,0
5.2373,116.3306,25.4,85,22.7,0.8,3.9,24.8,0
5.2373,116.3306,25.6,88,23.4,0,3.7,14.4,0
5.2373,116.3306,25.5,92,24.1,0.6,0.8,13.7,0
5.2373,116.3306,23.3,99,23.1,4.4,1.5,9,0
5.2373,116.3306,23,99,22.9,0.5,3.8,7.6,0
5.2373,116.3306,24,91,22.4,0.1,5.5,7.6,0
5.2373,116.3306,23.6,92,22.3,0,6.8,11.5,0
5.2373,116.3306,23.3,94,22.3,0,7.4,13.7,0
5.2373,116.3306,23.2,95,22.3,0.2,7.8,15.1,0
5.2373,116.3306,22.8,95,22,0.4,10.1,20.5,0
5.2373,116.3306,22.1,96,21.3,0.4,8.4,21.6,0
5.2373,116.3306,21.6,97,21.1,0.3,7.8,20.2,0
5.2373,116.3306,21.4,98,21,0.2,6.4,19.8,0
5.2373,116.3306,21.3,98,20.9,0.2,6.5,19.8,0
5.2373,116.3306,21.1,99,20.9,0.1,2.9,15.5,0
5.2373,116.3306,21.1,100,21,0.2,4.6,18.4,0
5.2373,116.3306,21.7,98,21.3,0.1,3.3,17.6,0
5.2373,116.3306,23.3,93,22.1,0.1,4.5,11.5,0
5.2373,116.3306,24.9,83,21.9,0.1,5.8,23.4,0
5.2373,116.3306,25.8,77,21.5,0.1,8.7,23,0
5.2373,116.3306,26.9,72,21.5,0,10.4,31.7,0
5.2373,116.3306,28,67,21.4,0,11,34.2,0
5.2373,116.3306,27.5,71,21.8,0.5,9.8,32.8,0
5.4482,116.4706,19.7,88,17.7,0,0.8,16.2,0
5.4482,116.4706,21,82,17.8,0,3.2,22.7,0
5.4482,116.4706,22,81,18.6,0.1,6.3,31.3,0
5.4482,116.4706,22.5,76,18,0.4,9.7,34.6,0
5.4482,116.4706,21.8,77,17.6,1.6,8.4,34.6,0
5.4482,116.4706,22.9,75,18.3,0.3,8.8,30.2,0
5.4482,116.4706,22.5,74,17.6,0.3,4,33.1,0
5.4482,116.4706,21.5,80,17.9,0.4,3.4,23,0
5.4482,116.4706,20.7,86,18.4,0.2,5.4,23.8,0
5.4482,116.4706,19.8,93,18.6,0.4,4.8,22.7,0
5.4482,116.4706,19.2,95,18.4,0.2,4.3,18,0
5.4482,116.4706,17.7,100,17.7,0,3.7,11.9,0
5.4482,116.4706,18.5,98,18.1,0,3.3,11.2,0
5.4482,116.4706,18,98,17.8,0,3.9,11.9,0
5.4482,116.4706,17.7,100,17.6,0,3.3,11.5,0
5.4482,116.4706,17.8,99,17.7,0,4.3,13.3,0
5.4482,116.4706,17.7,99,17.5,0,3.7,13.7,0
5.4482,116.4706,16.9,97,16.4,0,3.5,12.2,0
5.4482,116.4706,16.8,94,15.9,0,3.3,11.5,0
5.4482,116.4706,16.8,94,15.8,0,3.2,11.5,0
5.4482,116.4706,16.6,95,15.7,0,4,11.2,0
5.4482,116.4706,16.7,94,15.7,0,3.6,10.8,0
5.4482,116.4706,16.3,95,15.5,0,3.3,10.4,0
5.4482,116.4706,17.6,93,16.5,0,5.4,15.5,0
5.4482,116.4706,18.8,89,17,0,0.5,19.8,0
5.4482,116.4706,20.6,82,17.4,0,2.8,13.3,0
5.4482,116.4706,22,79,18.2,0,6,27.7,0
5.4482,116.4706,22.5,82,19.3,0.1,8.4,32,0
5.4482,116.4706,22.6,78,18.6,0.5,10.5,32.4,0
5.4482,116.4706,21.7,89,19.7,3,7.6,31.3,0
5.4482,116.4706,20.8,93,19.6,0,2.8,20.5,0
5.4482,116.4706,22.1,88,20.1,0,6.6,25.2,0
5.4482,116.4706,23.4,85,20.7,0.1,6.6,28.4,0
5.4482,116.4706,24.6,78,20.5,0.1,9.4,33.8,0
5.4482,116.4706,25.1,66,18.4,0.1,12,36.7,0
5.4482,116.4706,24.8,67,18.2,0.3,8.4,34.9,0
5.4482,116.4706,23.3,82,20.2,2.9,6.2,28.1,0
5.4482,116.4706,22.7,87,20.5,0.4,4.3,23,0
5.4482,116.4706,22.9,89,20.9,0.2,3.8,18.4,0
5.4482,116.4706,22.1,92,20.7,0.2,4.4,17.3,0
5.4482,116.4706,20.8,97,20.3,0.7,3.4,17.6,0
5.4482,116.4706,20.1,100,20.1,0,2.5,10.1,0
5.4482,116.4706,20.5,90,18.8,0.3,1.4,12.6,0
5.4482,116.4706,19.1,93,18,0.1,3.6,9.7,0
5.4482,116.4706,19.1,99,19,0,3.6,11.5,0
5.4482,116.4706,18.4,100,18.4,0,4.4,12.6,0
5.4482,116.4706,18.5,100,18.4,0.1,4.3,13.7,0
5.4482,116.4706,18.1,100,18.1,0.1,3.6,14,0
5.4482,116.4706,18.2,100,18.1,0.1,2.5,12.6,0
5.4482,116.4706,18.1,100,18.1,0.1,3.6,9.7,0
5.4482,116.4706,18.2,100,18.2,0,4,13,0
5.4482,116.4706,17.8,100,17.7,0,3.9,12.6,0
5.4482,116.4706,17.5,99,17.4,0,4.4,11.5,0
5.4482,116.4706,19.3,95,18.5,0,5.8,16.9,0
5.4482,116.4706,20.6,90,18.9,0,4.1,17.3,0
5.4482,116.4706,22,83,19.1,0,6.7,25.9,0
5.4482,116.4706,22.9,78,18.8,0.1,8.3,25.2,0
5.4482,116.4706,24.1,72,18.6,0.6,10.3,31,0
5.4482,116.4706,24.1,76,19.6,0.1,8.3,32,0
5.4482,116.4706,25.2,65,18.2,0.1,8.7,30.6,0
4.2531,101.25,22.9,94,22,0,3.6,10.1,0
4.2531,101.25,25.6,90,23.8,0,1.6,11.5,0
4.2531,101.25,27.1,80,23.4,0,0.4,9.7,0
4.2531,101.25,28.4,77,23.9,0,3.4,14.4,0
4.2531,101.25,29.1,75,24.1,0,5.8,21.2,0
4.2531,101.25,29.4,73,24,0.1,1.1,20.9,0
4.2531,101.25,29.4,74,24.3,0.1,1.5,19.8,0
4.2531,101.25,27.1,89,25.1,6.3,4.1,22,0
4.2531,101.25,27.9,82,24.6,0.2,7,20.5,0
4.2531,101.25,26.7,90,24.8,4.6,3.1,22.7,0
4.2531,101.25,26.1,94,25,0,3.3,13.3,0
4.2531,101.25,25.8,98,25.5,0,0.8,9.4,0
4.2531,101.25,25.2,96,24.5,0,2.3,4,0
4.2531,101.25,24.8,93,23.6,0,2.9,6.8,0
4.2531,101.25,25.1,89,23.1,0,2.5,6.8,0
4.2531,101.25,24.3,89,22.3,0,1.9,6.1,0
4.2531,101.25,24.8,83,21.7,0,1.8,5,0
4.2531,101.25,23.6,87,21.4,0,3.9,7.2,0
4.2531,101.25,23.5,87,21.1,0,3.6,7.9,0
4.2531,101.25,23.3,87,21.1,0,2.5,7.2,0
4.2531,101.25,23.2,87,20.9,0,2.3,6.1,0
4.2531,101.25,23.1,86,20.7,0,2.3,6.8,0
4.2531,101.25,22.9,87,20.7,0,2,6.8,0
4.2531,101.25,22.8,87,20.5,0,2.3,6.8,0
4.2531,101.25,24.1,89,22.3,0,0.8,6.8,0
4.2531,101.25,25.9,90,24.1,0,2.6,10.4,0
4.2531,101.25,27.5,79,23.5,0,1.5,11.5,0
4.2531,101.25,28.7,73,23.3,0,1,11.5,0
4.2531,101.25,29.6,70,23.6,0,2.9,15.1,0
4.2531,101.25,29.9,69,23.7,0.1,4.7,20.5,0
4.1828,101.1673,25.1,99,24.9,0,3.4,9.7,0
4.1828,101.1673,25.8,96,25.1,0,2.6,8.3,0
4.1828,101.1673,26.9,90,25,0,3.7,11.5,0
4.1828,101.1673,27.7,84,24.7,0,4.3,13.3,0
4.1828,101.1673,28.3,81,24.7,0,2.6,13,0
4.1828,101.1673,29.2,78,25,0,2.6,12.6,0
4.1828,101.1673,30,73,24.6,0,5,14.8,0
4.1828,101.1673,29.9,72,24.3,0,5.7,15.1,0
4.1828,101.1673,29.7,72,24.1,0.4,5.9,15.1,0
4.1828,101.1673,28.8,76,24.2,0.5,4.1,14.8,0
4.1828,101.1673,27,87,24.6,2.2,7.5,15.8,0
4.1828,101.1673,26.2,90,24.4,0.8,3.3,13.3,0
4.1828,101.1673,27.1,84,24.1,1.4,6,12.2,0
4.1828,101.1673,26.6,89,24.6,0,3.1,11.2,0
4.1828,101.1673,26.4,93,25.2,0,1.5,6.1,0
4.1828,101.1673,26.1,95,25.2,0,2.5,4.3,0
4.1828,101.1673,26.3,91,24.7,0,1.3,4,0
4.1828,101.1673,25.8,95,25,0,2.3,3.6,0
4.1828,101.1673,25.6,95,24.8,0,3.1,6.5,0
4.1828,101.1673,24.9,99,24.7,0,4,6.1,0
4.1828,101.1673,25,99,24.7,0,1.1,5.4,0
4.1828,101.1673,24.8,99,24.7,0,3.2,5.8,0
4.1828,101.1673,24.8,97,24.3,0,4.3,8.6,0
4.1828,101.1673,24.5,97,24,0,4.4,7.9,0
4.1828,101.1673,25.6,91,24,0,5.5,12.6,0
4.1828,101.1673,27.2,85,24.5,0,2.4,11.2,0
4.1828,101.1673,28.7,79,24.7,0,4.8,14.4,0
4.1828,101.1673,29.6,76,25,0,5.8,17.3,0
4.1828,101.1673,30.5,73,25.1,0.2,6.3,18.7,0
4.1828,101.1673,31.1,71,25.3,0.1,6.9,20.2,0
4.1828,101.0939,24.9,96,24.3,0.1,5.2,10.4,0
4.1828,101.0939,25.9,92,24.4,0,4.1,10.8,0
4.1828,101.0939,27.3,86,24.7,0,6.6,17.3,0
4.1828,101.0939,28.3,80,24.6,0,6.5,19.1,0
4.1828,101.0939,29.4,77,24.8,0,3.1,18.4,0
4.1828,101.0939,30.6,72,25.1,0,2.5,17.3,0
4.1828,101.0939,31.4,71,25.6,0,2.5,17.6,0
4.1828,101.0939,29.5,78,25.2,3.3,6.9,18,0
4.1828,101.0939,28.5,82,25.1,1.7,3.5,21.6,0
4.1828,101.0939,27.9,82,24.6,0.8,5.8,14.4,0
4.1828,101.0939,26.8,90,25.1,0.6,5.2,15.5,0
4.1828,101.0939,26.5,93,25.3,0.1,3.6,11.9,0
4.1828,101.0939,26.8,90,25,0.1,5,7.6,0
4.1828,101.0939,26.5,91,25,0.2,3.8,9.7,0
4.1828,101.0939,26.2,92,24.8,0.1,3.6,6.8,0
4.1828,101.0939,25.9,93,24.6,0.1,4.6,9,0
4.1828,101.0939,25.5,93,24.2,0.1,6.4,11.5,0
4.1828,101.0939,25.3,93,24,0.1,6.8,12.6,0
4.1828,101.0939,25.1,94,24.1,0,3.7,12.2,0
4.1828,101.0939,25.1,94,24.1,0,3.9,6.5,0
4.1828,101.0939,25,96,24.2,0,3.1,4.7,0
4.1828,101.0939,24.5,98,24.1,0,3.3,4.7,0
4.1828,101.0939,24.7,98,24.3,0,3.7,6.5,0
4.1828,101.0939,24.3,99,24.1,0.1,3.8,8.6,0
4.1828,101.0939,25.3,96,24.6,0.1,1.5,6.1,0
4.1828,101.0939,26.2,90,24.4,0,1.8,7.9,0
4.1828,101.0939,27.8,83,24.6,0,0.8,10.4,0
4.1828,101.0939,28.8,79,24.9,0,2.6,14.4,0
4.1828,101.0939,29.9,78,25.6,0.2,3.8,15.5,0
4.1828,101.0939,29.8,77,25.4,0.3,3.1,15.5,0
4.1828,101.0939,25,96,24.4,0,3.5,8.6,0
4.1828,101.0939,25.5,95,24.7,0,4.2,11.5,0
4.1828,101.0939,27,89,24.9,0,3,11.9,0
4.1828,101.0939,28.6,80,24.8,0.1,2.5,15.8,0
4.1828,101.0939,29.6,75,24.8,0.1,4.2,15.1,0
4.1828,101.0939,30,75,25.1,0.1,4.2,15.8,0
4.1828,101.0939,30.2,74,24.9,0.3,2.6,15.1,0
4.1828,101.0939,27.8,82,24.4,10.7,8.1,18.4,0
4.1828,101.0939,26.2,90,24.5,2.7,1.5,19.8,0
4.1828,101.0939,26.2,91,24.5,0.9,6.4,14.4,0
4.1828,101.0939,25.9,91,24.4,0.5,1.8,14.4,0
4.1828,101.0939,25.8,92,24.4,0.3,2.9,6.1,0
4.1828,101.0939,26.9,93,25.6,0.2,1.6,6.1,0
4.1828,101.0939,26.6,93,25.4,0.3,2.6,5,0
4.1828,101.0939,26.3,95,25.4,0.3,2.4,5.4,0
4.1828,101.0939,26,96,25.4,0.2,1.8,4.7,0
4.1828,101.0939,25.7,99,25.5,0.1,1.6,6.1,0
4.1828,101.0939,25.9,98,25.6,0,2.5,4,0
4.1828,101.0939,25.4,99,25.1,0,3.8,4.7,0
4.1828,101.0939,25.2,99,25,0,2.1,4.7,0
4.1828,101.0939,25.2,99,25,0,2.3,5.8,0
4.1828,101.0939,25.2,99,25.1,0,2.5,6.5,0
4.1828,101.0939,25.2,99,25.1,0,2.1,5.8,0
4.1828,101.0939,24.6,95,23.8,0.4,4,6.8,0
4.1828,101.0939,25,97,24.5,0.1,6.5,10.1,0
4.1828,101.0939,25.6,93,24.4,0,5.4,13.7,0
4.1828,101.0939,26.2,90,24.4,0,3.6,13.7,0
4.1828,101.0939,27.2,85,24.4,0,3.8,14,0
4.1828,101.0939,28.5,80,24.7,0,4.1,15.8,0
4.1828,101.0939,29.6,79,25.6,0.1,4.8,17.3,0
4.1828,101.1673,24.9,91,23.3,0,0.4,4.3,0
4.1828,101.1673,25.4,91,23.8,0,1.5,7.9,0
4.1828,101.1673,27.2,83,24,0,1,10.1,0
4.1828,101.1673,28.6,76,24,0,1.1,11.2,0
4.1828,101.1673,29.9,72,24.3,0,1.8,12.2,0
4.1828,101.1673,30.6,71,24.7,0,3.6,14.4,0
4.1828,101.1673,30,74,24.8,0.5,6.5,27.4,0
4.1828,101.1673,28.6,81,25.1,0,6.5,19.1,0
4.1828,101.1673,28.5,83,25.3,0.2,2.2,17.6,0
4.1828,101.1673,27.8,87,25.4,0.6,3.2,19.1,0
4.1828,101.1673,26.6,89,24.6,3,2.3,18.4,0
4.1828,101.1673,25.8,93,24.6,0.2,2.9,8.6,0
4.1828,101.1673,25.3,95,24.5,0.3,6.7,15.1,0
4.1828,101.1673,24.7,97,24.2,4,3.7,23.4,0
4.1828,101.1673,24.4,99,24.2,4.5,4.6,22,0
4.1828,101.1673,24.2,98,23.9,3.7,2.3,25.9,0
4.1828,101.1673,24.2,98,23.8,3.2,5.6,11.2,0
4.1828,101.1673,24.4,97,23.8,1.5,5.1,11.9,0
4.1828,101.1673,24.5,97,24,0.4,2.3,9.4,0
4.1828,101.1673,24.2,97,23.6,0.1,1.1,3.2,0
4.1828,101.1673,23.9,98,23.6,0,2.1,3.6,0
4.1828,101.1673,23.5,99,23.3,0,3,4.7,0
4.1828,101.1673,23.3,99,23.2,0,2.1,4.7,0
4.1828,101.1673,23.4,99,23.3,0,1.5,5.8,0
4.1828,101.1673,25.1,95,24.2,0,2.6,9,0
4.1828,101.1673,26,92,24.6,0,2.6,10.4,0
4.1828,101.1673,27.5,84,24.7,0,1.6,11.9,0
4.1828,101.1673,28.7,81,25.1,0,2.4,14.8,0
4.1828,101.1673,29.5,77,25,0.3,1.5,13.7,0
4.1828,101.1673,27.5,83,24.4,8.5,7.8,15.5,0
4.1828,101.0939,25.8,97,25.3,0,2.3,7.2,0
4.1828,101.0939,26.8,95,25.9,0,1.8,9.7,0
4.1828,101.0939,27.9,88,25.7,0,1.6,10.4,0
4.1828,101.0939,29.5,81,25.9,0.3,4.2,16.6,0
4.1828,101.0939,29.4,80,25.6,1,6.5,18.7,0
4.1828,101.0939,27.1,85,24.4,11,2.6,20.9,0
4.1828,101.0939,27.5,83,24.5,1,3.9,12.2,0
4.1828,101.0939,28.1,83,25,0.2,2.4,17.6,0
4.1828,101.0939,28.2,85,25.4,0.2,1.1,18,0
4.1828,101.0939,27.9,87,25.6,0.3,0,18,0
4.1828,101.0939,27.1,88,24.9,3,5.7,22,0
4.1828,101.0939,26.6,93,25.3,1,1.3,13.3,0
4.1828,101.0939,25.1,96,24.5,1,2.6,9,0
4.1828,101.0939,24.7,98,24.4,2.4,4.1,16.9,0
4.1828,101.0939,24.7,98,24.3,3.4,4.7,19.8,0
4.1828,101.0939,24.6,98,24.3,1.8,5.4,10.1,0
4.1828,101.0939,24.5,98,24.2,1.1,4,10.8,0
4.1828,101.0939,24.2,99,24,0.8,5.4,10.8,0
4.1828,101.0939,24.3,98,23.9,0.2,1.8,10.4,0
4.1828,101.0939,24.2,99,24,0,2,5,0
4.1828,101.0939,24.2,99,24,0,1.3,4.3,0
4.1828,101.0939,24.2,99,24,0,3.4,6.8,0
4.1828,101.0939,24,99,23.8,0,2.6,7.2,0
4.1828,101.0939,23.6,99,23.5,0,2.1,5.8,0
4.1828,101.0939,24.9,94,23.9,0,2.6,7.6,0
4.1828,101.0939,26.2,89,24.2,0,3.3,10.8,0
4.1828,101.0939,27.2,85,24.4,0,3.7,13,0
4.1828,101.0939,28.7,80,24.9,0,1.3,13.7,0
4.1828,101.0939,30.2,76,25.4,0,1,19.1,0
4.1828,101.0939,31.2,70,25,0.1,1.9,20.2,0
4.1125,101.1582,25.1,96,24.5,0,1.1,6.8,0
4.1125,101.1582,26.7,89,24.7,0,2.2,10.4,0
4.1125,101.1582,28.4,83,25.3,0,1.4,10.8,0
4.1125,101.1582,29.7,78,25.4,0,1.3,11.5,0
4.1125,101.1582,30.6,73,25.2,0.1,2.3,21.6,0
4.1125,101.1582,31.5,70,25.4,0,2.5,21.2,0
4.1125,101.1582,31,72,25.4,2.1,7.3,20.2,0
4.1125,101.1582,29.2,80,25.3,5.8,8,20.9,0
4.1125,101.1582,28.9,77,24.5,0.8,4.5,22,0
4.1125,101.1582,28,83,24.8,1.3,2.5,21.2,0
4.1125,101.1582,27.3,89,25.3,0,3.9,12.2,0
4.1125,101.1582,26.8,92,25.4,0,3.3,9.4,0
4.1125,101.1582,27.5,93,26.3,0,4,6.8,0
4.1125,101.1582,27.2,93,26,0,4.1,5.4,0
4.1125,101.1582,26.6,96,25.8,0,4.3,5.4,0
4.1125,101.1582,26.6,95,25.7,0,4.2,5.4,0
4.1125,101.1582,26.2,97,25.7,0,4.1,5.8,0
4.1125,101.1582,26.5,94,25.4,0,3.1,5.8,0
4.1125,101.1582,25.6,97,25.1,0,3.2,4.3,0
4.1125,101.1582,25.4,98,25.1,0,2.2,4.3,0
4.1125,101.1582,25.3,98,25,0,5,9,0
4.1125,101.1582,24.9,99,24.7,0,4.3,9,0
4.1125,101.1582,24.7,100,24.6,0,3.6,7.9,0
4.1125,101.1582,24.3,100,24.2,0,3.8,6.5,0
4.1125,101.1582,25.3,95,24.4,0,3.8,8.3,0
4.1125,101.1582,26.7,89,24.7,0,2.3,9,0
4.1125,101.1582,28.3,83,25.1,0,1.8,10.4,0
4.1125,101.1582,30.2,75,25.3,0,2.3,12.6,0
4.1125,101.1582,31.4,70,25.2,0.1,2.6,16.9,0
4.1125,101.1582,31.1,72,25.5,2.2,5.4,17.6,0
1.7926,99.722,24.3,92,23,0,3.6,5,0
1.7926,99.722,25.1,95,24.3,0,3.1,10.4,0
