,X1,X2,X3,X4,X5,X6,X7,X8
380,-6.827178,107.933925499999,27.0,55.5,16.0,0.0,7.0,12.0
381,-1.4978,102.74618,27.5,70.0,20.5,0.0,5.0,13.0
382,-7.98413,110.99244,28.5,55.0,18.0,0.0,10.0,15.0
383,-8.0994444,114.2141667,27.0,63.0,18.5,0.0,8.5,16.0
384,1.738858,98.788431,25.5,74.5,21.0,0.25,5.5,13.0
385,-6.9370992,107.781387199999,25.0,55.0,16.0,0.1,4.5,11.0
386,-2.48475,115.26993,26.5,86.0,23.5,0.2,4.0,12.5
387,-7.798675,114.267967,30.0,59.0,21.0,0.0,11.0,20.0
388,-7.8366,114.63929,25.0,78.5,20.5,0.1,8.0,17.5
389,-0.73452,101.8179,28.5,73.5,23.5,0.0,3.5,9.5
390,4.2531,101.25,23.2,87.0,20.9,0.0,2.3,6.1
391,-7.15835,109.36995,27.0,79.0,22.5,0.0,7.5,14.0
392,-8.358529,115.551013,24.0,78.5,20.0,0.0,7.5,16.0
393,-7.19780856510573,109.262295122777,26.0,79.5,22.0,0.15,6.5,12.0
394,-7.37732749999999,110.353222899999,23.5,76.0,19.0,0.0,6.0,11.0
395,4.464,115.5037,21.8,90.0,20.0,0.5,4.7,16.6
396,5.4482,116.4706,21.0,82.0,17.8,0.0,3.2,22.7
397,-3.83314,115.97848,27.5,72.5,22.0,0.0,7.0,15.0
398,-3.45461,104.58547,28.0,67.0,20.0,0.0,5.5,14.0
399,4.464,115.43,24.9,86.0,22.4,0.0,4.7,19.8
400,4.3234,101.3328,22.3,93.0,21.1,0.0,9.8,32.8
401,4.99211,96.95952,27.5,77.0,23.5,0.0,5.5,10.5
402,-2.34896,102.87986,28.0,77.0,22.0,0.6,3.0,9.5
403,-7.412586,110.0658105,26.0,65.5,19.5,0.0,6.0,13.0
404,1.7926,99.722,23.7,92.0,22.4,0.0,1.4,5.8
405,4.93833,95.6784,28.0,77.0,23.5,0.0,8.0,15.5
406,-7.438826,111.394829,29.0,54.0,17.0,0.0,11.5,18.5
407,5.5185,116.4925,18.3,98.0,17.9,0.0,6.0,26.3
408,-7.6783008,112.2831095,26.0,61.5,17.0,0.0,10.5,17.0
409,-3.11378,119.75408,25.5,84.5,22.0,0.25,6.5,11.0
410,3.92236,116.67517,21.5,78.0,17.0,0.0,3.5,8.5
411,5.4482,116.4706,18.1,100.0,18.1,0.1,3.6,14.0
412,-1.7842,116.84323,27.5,74.5,22.5,0.0,13.0,24.0
413,2.5659,100.601,26.5,84.0,23.6,0.0,11.2,27.0
414,-7.7386,110.79535,26.0,72.0,20.0,0.1,10.0,15.5
415,-3.4361709,114.876607199999,26.5,72.5,20.0,0.0,7.0,19.0
416,-7.9272,108.58391,27.0,69.0,20.0,0.0,8.0,13.5
417,-3.71696,104.79926,27.5,67.5,21.5,0.0,5.0,11.5
418,-7.5856823,112.211576499999,26.5,65.5,19.5,0.0,7.5,12.5
419,0.350659,110.444283,27.0,76.0,23.0,0.1,2.0,8.5
420,4.3234,115.3884,19.6,97.0,19.1,0.2,2.6,23.0
421,4.1828,101.1673,23.5,99.0,23.3,0.0,3.0,4.7
422,4.3234,101.3328,22.4,96.0,21.6,0.0,4.0,17.3
423,0.13048,117.75183,28.0,80.0,24.0,0.0,10.0,19.0
424,4.1125,101.1582,24.7,100.0,24.6,0.0,3.6,7.9
425,-6.78718263812394,111.426584937258,27.5,75.5,22.5,0.8,8.0,14.5
426,-2.92998,102.99542,27.5,76.0,21.5,1.2,5.0,14.0
427,5.5185,116.4925,16.4,98.0,16.1,0.0,5.5,19.4
428,4.2531,101.25,27.9,82.0,24.6,0.2,7.0,20.5
429,2.98083,97.9525,22.0,72.0,16.5,0.05,6.0,18.5
430,4.3234,101.3328,27.0,75.0,22.1,0.0,7.1,24.5
431,5.5185,116.4925,19.8,98.0,19.5,0.1,5.4,16.9
432,4.1828,101.2408,26.4,90.0,24.6,0.6,1.3,14.0
433,-7.90988,111.79887,28.0,74.0,22.5,0.0,11.0,17.0
434,-7.8759956,113.662123599999,27.5,69.5,21.5,0.0,13.0,15.5
435,-3.683373,103.997758999999,27.0,70.5,18.5,0.0,5.0,14.0
436,4.464,115.43,24.7,87.0,22.3,0.2,2.5,16.9
437,4.1828,101.0939,27.9,88.0,25.7,0.0,1.6,10.4
438,5.4482,116.4706,22.7,87.0,20.5,0.4,4.3,23.0
439,5.4482,116.4706,18.4,97.0,17.9,0.0,3.4,10.1
440,-2.78848,115.85074,26.5,81.5,23.5,0.0,7.5,14.0
441,-0.59205,102.87214,26.5,85.5,23.0,0.0,6.5,16.0
442,-3.717045,102.906648,27.0,67.5,21.0,0.25,4.0,9.0
443,-3.174167,104.571388999999,28.0,72.0,23.5,0.0,6.0,11.0
444,4.3234,101.3328,27.2,80.0,23.6,0.1,5.1,20.9
445,5.5185,116.4925,20.5,90.0,18.7,9.2,3.7,24.5
446,5.167,116.2345,22.3,98.0,22.1,0.0,3.6,6.8
447,4.3234,115.3884,25.3,74.0,20.3,0.0,6.8,29.5
448,-1.95377,102.85199,27.0,84.5,23.0,0.7,5.5,12.5
449,-3.51197,114.88835,29.0,71.0,22.5,0.05,6.5,11.0
450,4.3234,115.3884,25.1,74.0,20.0,0.1,3.2,24.5
451,-7.87489,114.95755,25.5,73.0,20.5,0.0,7.0,16.0
452,-0.509686,117.175527999999,27.0,81.0,23.0,0.0,12.0,19.5
453,-7.899,113.64643,26.5,60.0,18.0,0.0,5.0,11.0
454,3.9343,116.70808,19.5,87.5,18.5,0.9,2.0,8.0
455,4.1828,101.0939,25.8,97.0,25.3,0.0,2.3,7.2
456,1.95554,104.57876,28.0,79.5,24.0,0.449999999999999,15.0,21.5
457,-7.971231,111.529414999999,26.5,58.0,16.5,0.0,9.5,15.0
458,-5.54769,105.37429,30.5,58.0,19.0,0.0,7.5,16.0
459,0.97578,100.77334,28.0,75.5,22.5,0.0,7.0,16.5
460,-3.19194,104.69055,28.0,77.5,23.0,0.0,7.0,12.5
461,5.167,116.2345,23.9,95.0,23.0,3.3,1.5,14.0
462,-7.91645,112.54353,24.5,62.0,15.5,0.0,1.5,9.0
463,1.738858,98.788431,26.0,66.0,19.5,0.0,5.5,11.5
464,4.1828,101.1673,25.1,99.0,24.9,0.0,3.4,9.7
465,1.85612,101.85622,28.0,76.5,22.5,0.0,4.5,13.0
466,3.5501,97.5122,14.8,90.0,13.1,0.1,3.1,25.2
467,0.96555,101.51536,27.5,74.5,23.0,0.15,4.5,10.0
468,4.1828,101.0939,30.2,74.0,24.9,0.3,2.6,15.1
469,0.0280156720441932,117.428559037645,27.0,76.0,23.0,0.0,13.0,20.5
470,1.65853,101.59393,27.0,83.5,24.0,0.0,4.5,10.5
471,-0.95138,111.90557,29.5,55.0,21.0,0.0,4.5,9.5
472,4.3234,101.3328,25.2,87.0,22.9,0.1,4.8,21.6
473,-2.79776,111.73521,25.5,83.0,22.0,0.15,6.0,14.5
474,1.80288,101.64256,27.5,76.5,21.5,0.0,5.0,13.0
475,4.464,115.43,22.7,92.0,21.4,0.0,3.3,6.1
476,-3.52167,114.92557,27.0,80.5,23.0,0.15,3.0,7.0
477,3.5501,97.5122,13.4,99.0,13.2,0.0,2.8,18.7
478,-2.79065,102.70877,28.0,62.0,20.0,0.0,3.5,8.0
479,-3.3617,114.3927,28.5,70.0,23.0,0.0,3.5,9.0
480,3.98999,116.79991,28.0,79.0,24.0,0.05,7.0,14.5
481,1.7926,99.722,25.9,98.0,25.5,0.3,4.4,12.6
482,-8.136004,111.618942,25.5,73.0,19.0,0.0,13.0,23.5
483,4.452141,96.185623,26.5,81.0,23.5,0.6,7.0,17.0
484,4.1828,101.1673,30.5,73.0,25.1,0.2,6.3,18.7
485,5.4482,116.4706,22.6,82.0,19.3,0.5,8.2,29.2
486,5.98111,95.99382,27.0,70.5,22.0,0.0,11.0,18.0
487,-7.63218,111.90336,28.0,66.0,21.0,0.05,8.5,14.5
488,5.3076,116.3524,22.0,100.0,21.9,1.7,5.5,11.9
489,-7.51181,108.95774,26.5,65.0,19.5,0.05,8.0,13.5
490,-0.496179,102.248466,29.0,64.5,20.0,0.0,5.5,13.0
491,4.464,115.43,24.8,92.0,23.5,0.3,7.7,25.2
492,-6.89718,110.91445,30.0,62.5,19.5,0.0,9.5,15.5
493,4.3234,115.3884,19.4,97.0,18.8,0.0,6.5,18.7
494,3.40031,97.94899,27.0,80.0,23.0,0.8,5.0,11.5
495,4.8938,96.2823,28.0,75.0,22.5,0.0,6.5,11.5
496,4.3234,101.3328,22.9,82.0,19.6,0.0,1.8,12.2
497,4.464,115.43,21.0,96.0,20.4,0.0,4.6,13.3
498,3.95273,116.73446,21.0,77.5,16.5,0.05,4.5,15.0
499,5.2373,116.3306,29.4,68.0,22.8,0.1,2.2,23.8
500,-3.61921,119.91638,29.0,70.5,21.0,0.0,12.0,23.5
501,5.49287,97.4096,27.0,78.5,22.5,0.0,8.0,15.5
502,5.90441,95.84328,26.5,80.0,24.0,0.0,24.0,39.0
503,-2.46028,115.94904,27.0,81.0,23.0,0.0,4.0,10.0
504,4.464,115.43,24.6,87.0,22.3,2.0,4.6,27.0
505,-3.472848,114.820954,26.0,70.5,19.5,0.0,8.0,21.5
506,4.464,115.43,22.0,96.0,21.4,0.0,4.3,9.7
507,5.4482,116.4706,20.3,94.0,19.3,0.1,3.4,20.2
508,4.46295,96.45166,27.0,79.5,23.5,0.25,5.0,9.0
509,-3.90813,128.39608,29.0,69.5,23.0,0.0,6.0,12.0
510,-7.9183528,112.5394091,24.5,70.5,16.0,0.0,2.0,11.5
511,5.4482,116.4706,21.8,77.0,17.6,1.6,8.4,34.6
512,3.1955716,104.7112631,26.0,75.5,21.5,0.0,15.0,29.5
513,-3.88132,128.39781,28.0,75.5,23.5,0.0,11.5,18.5
514,5.4482,116.4706,21.7,89.0,19.7,3.0,7.6,31.3
515,-5.6042815,105.114201099999,27.5,70.5,22.0,0.0,11.0,18.0
516,1.84483,97.75109,28.5,75.5,24.0,0.1,6.0,9.0
517,-6.88416363401289,109.334554594044,27.0,77.5,23.0,0.0,9.5,19.5
518,4.464,115.43,20.3,93.0,19.1,0.0,3.6,11.5
519,-2.1942,113.8503,27.0,82.5,23.0,0.0,5.5,16.0
520,2.96978,116.99525,29.5,76.0,25.5,0.15,9.5,13.0
521,4.464,115.43,23.5,87.0,21.2,0.0,6.9,19.4
522,-6.6656853,108.1725154,28.5,65.0,20.0,0.0,11.0,20.0
523,-7.87005,114.41787,24.0,82.5,20.5,0.0,9.0,15.5
524,5.5185,116.4925,22.4,75.0,17.8,0.1,3.4,16.9
525,2.9934,116.99087,28.5,76.0,24.0,0.65,8.0,16.0
526,-8.40759,115.56454,26.0,78.5,21.5,0.0,8.5,15.5
527,-1.99989,116.21696,27.5,83.0,24.0,0.2,12.5,22.5
528,4.3234,101.3328,23.1,99.0,22.9,1.4,4.3,13.0
529,4.3234,101.2592,27.2,72.0,21.7,0.1,3.1,21.2
530,-3.1484,104.6697,27.5,85.5,25.5,0.0,5.5,11.0
531,4.1125,101.1582,26.2,97.0,25.7,0.0,4.1,5.8
532,1.7926,99.722,23.2,96.0,22.5,0.0,1.8,6.5
533,1.44898,104.94807,27.5,79.0,23.5,0.15,26.5,41.0
534,-6.986795,108.586902,25.0,68.5,19.0,0.2,7.5,13.5
535,4.1828,101.0939,24.7,98.0,24.3,0.0,3.7,6.5
536,-10.76954,123.23809,25.5,71.5,20.5,0.0,13.0,23.5
537,-6.7031,106.92899,24.5,89.0,22.5,0.0,4.5,11.5
538,4.464,115.5037,18.4,95.0,17.6,0.0,2.9,10.1
539,-0.35838,104.73124,28.5,73.5,23.5,0.1,10.0,19.0
540,-7.6952,108.5225,27.0,73.5,23.0,0.0,7.0,14.0
541,2.7957512,99.8794743999999,27.5,77.0,22.5,0.25,7.0,13.0
542,-4.44298,103.98228,29.0,63.0,20.5,0.0,4.5,11.0
543,1.80134,104.70101,27.0,82.0,23.0,0.3,20.5,29.0
544,-2.89971,113.9734,29.0,71.5,24.0,0.05,6.5,11.0
545,-7.9046,114.95132,26.0,74.0,21.0,0.0,5.0,17.0
546,1.96486,101.76849,27.5,74.0,22.0,0.1,8.5,21.0
547,-3.9646264,121.7708337,27.5,71.0,21.0,0.0,8.5,13.5
548,4.1828,101.0939,27.2,85.0,24.4,0.0,3.7,13.0
549,5.59296,95.71833,27.5,69.5,21.0,0.0,15.0,32.5
550,5.4482,116.4706,18.6,95.0,17.7,0.3,3.6,10.4
551,2.91315,97.93517,22.0,80.0,18.0,0.0,5.0,13.0
552,-3.94399,114.95238,27.0,73.0,20.5,0.0,5.5,13.0
553,0.94159,117.58171,28.5,79.0,24.5,0.0,10.5,17.0
554,-4.03197,103.27016,29.0,53.0,15.5,0.0,7.5,17.5
555,4.464,115.43,28.3,62.0,20.2,0.0,1.5,22.0
556,5.2373,116.3306,28.0,67.0,21.4,0.0,11.0,34.2
557,3.99544,97.3244,27.0,73.0,21.0,0.0,6.0,12.0
558,4.1828,101.0939,25.5,95.0,24.7,0.0,4.2,11.5
559,4.3234,101.3328,24.6,94.0,23.6,0.5,1.5,14.8
560,-2.95895,107.77922,27.5,72.5,22.0,0.0,13.5,24.5
561,-7.70647,112.98368,28.5,69.5,20.0,0.0,9.0,18.0
562,4.1125,101.1582,28.3,83.0,25.1,0.0,1.8,10.4
563,4.1828,101.0939,25.5,93.0,24.2,0.1,6.4,11.5
564,5.55937,95.64592,27.5,74.0,22.5,0.0,9.0,20.0
565,-6.72462,106.87595,27.0,79.5,23.0,1.2,1.5,9.5
566,-1.90529,116.88479,28.0,75.5,23.5,2.35,10.0,15.0
567,5.3076,116.4268,21.9,99.0,21.8,0.0,9.8,22.0
568,-6.70032629801474,111.622908213132,26.5,76.0,22.0,0.0,9.5,16.0
569,5.4482,116.4706,20.5,90.0,18.8,0.3,1.4,12.6
570,0.35703,109.83913,28.0,75.0,23.0,0.0,4.5,9.5
571,5.4482,116.4706,23.3,82.0,20.2,2.9,6.2,28.1
572,-2.11769,106.170276,27.5,73.5,22.0,0.0,11.0,18.5
573,4.3234,115.3884,23.8,83.0,20.6,2.9,5.4,26.3
574,-8.75743,111.64671,28.0,70.5,22.5,0.0,7.0,15.0
575,4.175926,96.5056139999999,27.0,72.5,21.5,0.0,7.0,12.0
576,2.5659,100.601,26.8,81.0,23.3,0.1,9.4,13.3
577,-1.84163,115.945,27.5,80.0,23.5,0.0,6.0,16.0
578,-2.78596,111.95602,26.0,94.5,24.0,0.1,4.0,10.5
579,1.3708,98.4664,27.8,80.0,24.0,0.0,17.9,26.6
580,-7.83863,114.62021,26.5,74.0,21.0,0.0,7.0,14.5
581,0.867279599999999,104.577181,28.5,74.0,23.0,0.0,19.0,29.0
582,-2.79421,102.72436,28.0,73.5,22.5,0.0,4.0,9.0
583,-3.1426,104.6885,25.5,89.5,23.0,0.05,5.0,10.0
584,5.3076,116.4268,24.1,86.0,21.6,0.0,1.8,11.9
585,-0.90604,103.20258,25.5,73.5,20.0,0.0,7.0,17.0
586,-3.717045,102.906648,27.0,74.0,21.5,0.05,6.0,12.0
587,-8.47306,113.88561,26.0,73.5,21.0,0.05,6.5,10.0
588,-2.40776,112.83357,26.0,94.5,24.0,0.1,4.0,10.5
589,-7.95411,108.6256,26.5,84.0,23.5,0.8,9.0,14.5
590,5.4482,116.4706,21.5,80.0,17.9,0.4,3.4,23.0
591,1.9972,104.95082,26.5,84.0,24.0,0.1,18.0,29.5
592,5.40756,95.91865,27.0,81.5,25.0,0.0,21.0,37.0
593,5.3076,116.3524,20.7,98.0,20.4,0.0,3.6,6.1
594,4.3234,101.3328,24.9,93.0,23.6,0.0,3.7,15.1
595,-1.272898,103.922110999999,27.5,77.0,23.5,0.05,12.5,20.5
596,-2.8571,111.6908,27.5,79.0,23.0,0.0,4.0,6.0
597,5.4482,116.4706,17.0,98.0,16.6,0.0,3.6,7.6
598,-3.17586,119.81762,26.0,71.5,19.5,0.0,7.0,15.0
599,4.1828,101.0939,26.5,93.0,25.3,0.1,3.6,11.9
600,-1.84241,116.41299,27.0,80.5,23.0,0.0,15.5,22.0
601,-7.84476,111.976,27.0,63.0,18.5,0.0,10.0,18.0
602,-8.38499,123.64448,27.0,70.0,20.0,0.0,5.5,14.0
603,4.1828,101.2408,24.0,96.0,23.3,0.1,1.3,4.3
604,-0.40071,114.91293,27.0,82.5,22.5,0.75,2.5,7.5
605,-2.73955,115.62893,27.0,84.5,24.0,0.15,8.5,17.0
606,4.3234,101.3328,25.1,96.0,24.5,1.8,1.3,25.9
607,3.86802,97.73815,28.0,74.0,22.5,0.0,4.5,10.0
608,4.1125,101.1582,24.9,99.0,24.7,0.0,4.3,9.0
609,1.5817,100.1981,28.1,69.0,21.8,0.0,4.7,16.9
610,-7.042356,109.64107,26.0,59.0,16.5,0.0,10.0,18.5
611,-1.8252,103.85777,27.0,78.5,22.5,0.0,6.5,14.0
612,5.5185,116.4925,18.2,97.0,17.7,0.1,1.8,18.0
613,-7.692024,113.888403,27.5,75.5,23.0,0.3,18.5,28.5
614,3.96441,116.76369,28.0,75.5,23.0,0.0,16.0,22.5
615,1.3708,98.4664,28.0,74.0,23.0,0.0,10.0,18.4
616,3.42181,97.877,28.0,74.0,23.0,0.1,5.0,11.0
617,4.464,115.43,22.7,96.0,22.0,0.6,1.8,7.6
618,5.3076,116.3524,27.5,70.0,21.6,0.2,6.5,17.3
619,3.90769,116.97594,28.0,77.0,23.5,0.1,10.0,19.5
620,-2.61006,111.83791,26.5,82.0,23.5,0.05,5.0,13.5
621,4.464,115.43,24.8,92.0,23.5,0.3,4.5,19.4
622,4.464,115.43,19.7,95.0,18.8,0.0,4.6,11.2
623,4.1828,101.1673,28.3,81.0,24.7,0.0,2.6,13.0
624,4.464,115.43,23.6,94.0,22.5,0.5,3.2,15.8
625,-7.75857,111.86151,26.5,75.5,21.0,0.0,10.5,16.5
626,2.84102,116.9939,29.5,76.0,25.0,0.65,9.5,15.0
627,5.92582,97.50701,28.0,80.0,23.5,0.0,7.0,15.0
628,1.5817,100.1981,24.3,93.0,23.1,0.0,2.9,13.7
629,-8.19267,113.85612,27.0,70.5,20.5,0.0,4.0,11.5
630,-7.68686,110.76368,28.0,65.0,20.0,0.0,6.5,15.5
631,-1.53769,102.5121,27.5,74.0,22.5,0.05,6.0,14.0
632,-2.55229,115.59636,27.5,81.5,24.0,0.4,6.0,12.0
633,3.5501,97.5122,12.6,99.0,12.4,0.0,3.0,16.9
634,4.1828,101.2408,24.4,98.0,24.1,4.6,5.2,11.2
635,1.7926,99.722,27.1,86.0,24.6,0.0,5.4,18.4
636,4.1828,101.1673,29.5,77.0,25.0,0.3,1.5,13.7
637,5.3076,116.4268,27.2,66.0,20.3,0.0,8.2,23.0
638,-2.61918,104.98139,28.5,75.5,22.5,0.0,6.5,14.0
639,5.4482,116.4706,19.2,84.0,16.4,0.0,6.1,17.3
640,-1.92315,102.99667,27.0,76.5,22.5,0.0,5.0,12.5
641,-2.77359,101.62859,27.5,78.0,23.0,0.0,8.0,13.5
642,-6.87568,107.88505,28.5,53.0,17.0,0.0,6.5,13.5
643,2.93328,98.60158,21.5,74.0,17.0,0.3,5.0,12.5
644,-3.318062,114.600327,28.0,66.5,20.0,0.0,9.5,18.5
645,5.4482,116.4706,17.3,96.0,16.7,0.0,2.9,8.3
646,-2.20706,102.086175,25.0,80.0,21.5,0.0,12.5,17.0
647,0.95154,117.97644,27.5,81.0,24.5,0.2,9.0,16.0
648,-2.96787,116.3262,26.0,77.0,22.0,0.0,8.5,15.0
649,5.3076,116.3524,22.5,98.0,22.3,1.5,2.3,9.7
650,4.464,115.5037,20.6,91.0,19.0,2.5,0.4,11.9
651,-3.87732,104.61519,25.5,83.0,23.0,0.5,7.0,16.0
652,4.1828,101.2408,26.3,91.0,24.6,0.3,2.3,10.8
653,-7.60877,108.96155,24.5,81.0,20.5,0.0,16.5,23.0
654,4.464,115.43,23.0,88.0,20.8,0.1,1.8,6.8
655,5.5185,116.4925,20.7,90.0,19.0,0.2,2.3,16.2
656,-6.35741,106.42074,28.0,67.0,20.5,0.0,4.0,8.5
657,4.3234,101.3328,22.3,99.0,22.1,0.1,3.1,10.8
658,0.178833,115.179267,28.0,77.5,23.0,0.3,5.0,11.5
659,0.350659,110.444283,24.5,95.0,24.0,0.35,4.0,15.0
660,4.3234,101.3328,24.1,90.0,22.3,0.0,3.2,13.7
661,4.82202,95.93893,27.5,86.5,25.0,0.0,6.5,14.0
662,-2.90327,104.10095,28.5,74.5,24.0,0.05,7.5,14.0
663,2.92933,98.62534,22.5,79.0,18.0,0.0,4.5,6.0
664,-7.94507,111.99068,26.0,63.5,17.5,0.0,11.0,20.0
665,4.3234,101.3328,22.9,99.0,22.7,1.6,4.7,16.2
666,4.7196,96.7778,27.5,79.5,24.0,0.0,7.0,14.5
667,5.90299,95.62512,28.5,70.5,22.5,0.0,20.0,33.0
668,1.83762,109.3386,28.0,82.5,24.5,0.0,6.5,13.0
669,-3.3418569,114.5012855,28.5,70.0,23.0,0.0,3.5,9.0
670,-7.73811,114.02269,25.0,81.0,21.0,0.2,13.0,18.5
671,5.354733,95.517369,27.5,79.5,23.5,0.0,6.0,13.0
672,4.49268,96.38448,27.0,78.5,22.5,0.05,6.0,11.0
673,4.2531,101.25,25.2,96.0,24.5,0.0,2.3,4.0
674,-7.884715,110.819017,23.5,68.5,16.0,0.0,14.0,22.5
675,5.2373,116.3306,21.1,99.0,20.9,0.1,2.9,15.5
676,-1.0541764,103.381741599999,27.5,66.5,19.5,0.0,5.5,13.0
677,1.7926,99.722,23.8,94.0,22.8,0.1,2.3,6.5
678,-7.8588502,112.3013303,26.5,64.5,19.0,0.0,16.5,23.0
679,-7.86426,111.67051,24.5,69.5,18.5,0.0,9.0,16.0
680,4.464,115.5037,25.3,72.0,19.8,0.0,4.5,29.9
681,-1.93958,113.95691,27.0,82.5,22.5,0.75,2.5,7.5
682,4.88183,95.6669,27.0,76.0,22.0,0.0,12.0,21.0
683,4.1828,101.1673,23.9,98.0,23.6,0.0,2.1,3.6
684,-2.4414,102.66223,24.5,89.0,22.5,0.2,3.0,7.5
685,-3.2161,104.6669,28.0,76.0,23.0,0.05,5.5,12.5
686,-1.96833,102.99744,27.0,77.0,22.0,0.0,5.5,13.0
687,-1.8922,110.84524,27.0,76.0,23.0,0.0,7.0,13.0
688,2.82522,116.99978,28.0,78.0,23.0,0.0,10.0,16.5
689,4.464,115.43,25.9,76.0,21.4,0.1,5.7,19.1
690,4.3234,101.2592,24.3,95.0,23.4,0.1,3.4,8.6
691,-1.90353,102.99239,26.0,91.0,24.0,0.2,3.0,9.0
692,-3.212222,104.667778,27.5,75.5,23.5,0.0,9.0,17.0
693,5.4482,116.4706,19.9,99.0,19.7,2.4,8.4,27.4
694,5.2373,116.3306,23.6,92.0,22.3,0.0,6.8,11.5
695,-8.54736,111.91324,28.5,70.5,21.5,0.15,9.0,15.0
696,0.71833,128.83115,29.0,68.5,22.0,0.0,6.0,8.5
697,5.167,116.2345,21.4,98.0,21.2,0.0,3.3,9.7
698,-0.96049,101.49141,23.0,86.5,20.0,1.15,3.5,11.0
699,4.92776,96.39146,27.5,79.5,24.0,0.1,6.5,10.5
700,-6.6485801707136,111.499729722078,30.5,56.5,20.0,0.0,10.0,18.0
701,-4.91608,103.99004,28.5,63.5,19.5,0.0,5.0,11.5
702,-7.89998,110.99925,26.5,70.0,19.5,0.0,4.5,10.0
703,-8.278706,115.4852012,25.5,75.0,20.0,0.0,9.0,18.5
704,4.3234,115.3884,22.4,85.0,19.8,0.0,4.2,17.3
705,4.1828,101.0939,26.5,91.0,25.0,0.2,3.8,9.7
706,5.3076,116.4268,21.9,99.0,21.8,0.2,12.1,25.6
707,-1.853119,102.988379,28.0,70.0,21.0,0.0,5.0,12.5
708,4.83026,96.9968,27.0,73.0,22.0,0.1,8.0,14.5
709,5.4482,116.4706,18.7,97.0,18.2,0.0,0.7,8.6
710,-5.91832,105.41617,28.5,68.0,21.0,0.0,7.0,13.5
711,-6.97505,106.54337,26.0,77.5,23.0,0.0,7.5,15.0
712,-0.72194,100.37275,25.0,82.0,22.0,0.05,8.5,15.5
713,5.4482,116.4706,22.0,90.0,20.2,0.3,5.8,25.9
714,4.3234,115.3884,18.9,98.0,18.6,0.0,1.6,11.2
715,-3.19927,104.68965,28.0,90.5,25.5,1.25,4.5,10.0
716,5.2373,116.3306,21.3,98.0,20.9,0.2,6.5,19.8
717,5.3076,116.4268,25.4,81.0,21.9,0.0,5.7,21.6
718,1.25529,104.81881,27.5,75.5,22.5,0.1,19.5,28.0
719,5.5185,116.4925,20.7,89.0,18.8,0.9,1.3,10.1
720,-8.60231,116.69801,27.0,76.0,22.5,0.0,7.5,16.0
721,4.3234,115.3884,25.3,72.0,19.9,0.0,5.4,22.3
722,5.167,116.2345,23.8,89.0,21.9,0.2,1.8,4.0
723,-7.821306,111.997806,24.5,66.0,17.5,0.0,13.0,23.5
724,4.1828,101.1673,25.3,95.0,24.5,0.3,6.7,15.1
725,0.90028,112.99353,27.0,91.5,24.0,0.0,3.5,9.5
726,-5.81279,105.10153,28.0,68.5,20.0,0.0,9.5,18.5
727,3.93509,116.74068,21.0,86.0,18.5,0.15,2.5,11.0
728,4.3234,101.2592,21.2,88.0,19.1,0.0,3.7,16.2
729,-6.77879,108.70931,26.5,69.5,21.0,0.0,12.0,18.5
730,0.9433,117.52755,26.5,86.5,23.5,0.4,9.5,20.0
731,4.1828,101.2408,24.6,93.0,23.4,0.0,3.8,4.3
732,-7.79909,114.51256,26.0,73.0,21.0,0.0,8.5,16.5
733,4.80359,96.88122,28.0,76.0,23.0,0.0,8.5,16.5
734,4.83187,95.86822,28.5,75.0,24.0,0.0,6.0,11.0
735,-4.33429,103.98147,29.0,66.5,20.5,0.0,3.5,8.0
736,1.96445,101.78938,26.0,64.5,18.5,0.0,7.0,17.0
737,-3.71996,103.9981,27.0,71.0,22.5,0.05,4.5,12.5
738,-7.110553,111.368209,30.0,47.5,18.5,0.0,12.5,22.5
739,1.7926,99.722,25.3,95.0,24.5,1.6,2.6,9.0
740,-1.97412,116.92541,27.0,77.0,22.0,0.0,14.0,21.5
741,4.98391,95.88212,25.5,73.5,20.5,0.0,14.5,29.5
742,0.98851,101.9972,28.0,76.5,22.5,0.0,6.5,13.5
743,1.7926,99.722,24.0,100.0,24.0,0.1,2.2,5.8
744,-7.29541,109.57594,23.5,70.0,18.5,0.15,4.5,11.0
745,-2.76727,115.82025,27.0,83.0,24.0,0.35,7.5,15.5
746,-7.92451,112.88392,23.5,69.0,16.5,0.0,3.0,12.0
747,4.9957,97.42347,27.5,66.5,21.0,0.0,7.5,14.0
748,-7.89496,114.337999998999,24.5,83.0,21.5,0.0,6.0,14.0
749,-2.90143,111.87188,26.0,87.5,23.5,0.25,3.0,13.0
750,5.5888,116.5145,20.2,75.0,15.6,0.4,6.5,36.4
751,-6.98803,108.76386,29.5,58.5,20.0,0.0,7.0,14.5
752,4.3234,101.2592,22.1,87.0,19.7,0.0,1.3,6.8
753,2.000441,99.057411,26.0,75.5,21.0,0.55,6.0,14.5
754,4.9522,95.72089,29.5,69.0,23.0,0.0,9.5,17.5
755,1.5817,100.1981,27.8,74.0,22.8,0.0,5.1,11.5
756,-8.104929,112.623497999999,24.0,70.5,18.0,0.0,11.5,20.5
757,2.78258,116.99449,29.0,78.5,25.5,0.2,8.0,15.0
758,5.68147,95.80803,27.0,63.5,19.5,0.0,7.5,20.0
759,5.4482,116.4706,17.5,98.0,17.2,0.0,2.7,8.3
760,4.89902,96.83675,27.5,77.0,23.0,0.0,6.5,13.0
761,-3.99768,121.561,27.5,70.5,21.0,0.0,6.0,10.5
